Date,Team1,Score1,Team2,Score2,Total_Score,Odd_Even
2021-04-06,LG,3,KT,2,5,O
2021-04-06,롯데,10,NC,5,15,O
2021-04-07,롯데,6,NC,10,16,E
2021-04-07,LG,3,KT,7,10,E
2021-04-07,한화,17,SSG,0,17,O
2021-04-07,KIA,8,키움,7,15,O
2021-04-07,삼성,0,두산,1,1,O
2021-04-08,롯데,8,NC,4,12,E
2021-04-08,LG,7,KT,3,10,E
2021-04-08,한화,4,SSG,6,10,E
2021-04-08,KIA,5,키움,3,8,E
2021-04-08,삼성,6,두산,1,7,O
2021-04-09,SSG,5,LG,9,14,E
2021-04-09,두산,0,한화,7,7,O
2021-04-09,KT,5,삼성,7,12,E
2021-04-09,NC,10,KIA,6,16,E
2021-04-09,키움,7,롯데,2,9,O
2021-04-10,KT,6,삼성,7,13,O
2021-04-10,SSG,4,LG,3,7,O
2021-04-10,두산,18,한화,1,19,O
2021-04-10,NC,9,KIA,2,11,O
2021-04-10,키움,0,롯데,13,13,O
2021-04-11,키움,3,롯데,2,5,O
2021-04-11,NC,7,KIA,3,10,E
2021-04-11,KT,2,삼성,4,6,E
2021-04-11,두산,2,한화,3,5,O
2021-04-11,SSG,0,LG,1,1,O
2021-04-13,KT,8,두산,7,15,O
2021-04-13,LG,2,키움,8,10,E
2021-04-13,NC,4,SSG,2,6,E
2021-04-13,한화,3,삼성,4,7,O
2021-04-13,롯데,8,KIA,0,8,E
2021-04-14,롯데,2,KIA,3,5,O
2021-04-14,한화,6,삼성,2,8,E
2021-04-14,NC,3,SSG,0,3,O
2021-04-14,LG,13,키움,2,15,O
2021-04-14,KT,1,두산,3,4,E
2021-04-15,롯데,5,KIA,10,15,O
2021-04-15,한화,0,삼성,4,4,E
2021-04-15,NC,3,SSG,9,12,E
2021-04-15,LG,6,키움,4,10,E
2021-04-15,KT,8,두산,3,11,O
2021-04-16,두산,0,LG,1,1,O
2021-04-16,KIA,11,SSG,6,17,O
2021-04-16,키움,4,KT,8,12,E
2021-04-16,삼성,3,롯데,9,12,E
2021-04-16,한화,1,NC,9,10,E
2021-04-17,KIA,3,SSG,4,7,O
2021-04-17,두산,3,LG,1,4,E
2021-04-17,키움,5,KT,8,13,O
2021-04-17,삼성,12,롯데,0,12,E
2021-04-17,한화,4,NC,14,18,E
2021-04-18,한화,11,NC,3,14,E
2021-04-18,삼성,7,롯데,0,7,O
2021-04-18,키움,2,KT,10,12,E
2021-04-18,KIA,2,SSG,4,6,E
2021-04-18,두산,9,LG,1,10,E
2021-04-20,KIA,6,LG,3,9,O
2021-04-20,키움,3,한화,7,10,E
2021-04-20,SSG,10,삼성,7,17,O
2021-04-20,두산,5,롯데,10,15,O
2021-04-20,KT,5,NC,2,7,O
2021-04-21,KT,3,NC,4,7,O
2021-04-21,두산,9,롯데,10,19,O
2021-04-21,SSG,4,삼성,14,18,E
2021-04-21,키움,3,한화,4,7,O
2021-04-21,KIA,3,LG,7,10,E
2021-04-22,KT,11,NC,5,16,E
2021-04-22,두산,13,롯데,1,14,E
2021-04-22,SSG,11,삼성,6,17,O
2021-04-22,키움,8,한화,3,11,O
2021-04-22,KIA,3,LG,2,5,O
2021-04-23,NC,1,두산,5,6,E
2021-04-23,SSG,9,키움,5,14,E
2021-04-23,롯데,10,KT,5,15,O
2021-04-23,LG,2,한화,1,3,O
2021-04-23,삼성,1,KIA,4,5,O
2021-04-24,LG,5,한화,19,24,E
2021-04-24,SSG,5,키움,4,9,O
2021-04-24,NC,6,두산,9,15,O
2021-04-24,롯데,4,KT,2,6,E
2021-04-24,삼성,8,KIA,4,12,E
2021-04-25,삼성,3,KIA,2,5,O
2021-04-25,LG,8,한화,0,8,E
2021-04-25,롯데,5,KT,6,11,O
2021-04-25,SSG,3,키움,4,7,O
2021-04-25,NC,10,두산,0,10,E
2021-04-27,롯데,0,LG,4,4,E
2021-04-27,두산,4,키움,5,9,O
2021-04-27,KT,14,SSG,5,19,O
2021-04-27,NC,0,삼성,9,9,O
2021-04-27,한화,3,KIA,4,7,O
2021-04-28,한화,0,KIA,4,4,E
2021-04-28,NC,3,삼성,4,7,O
2021-04-28,KT,2,SSG,4,6,E
2021-04-28,두산,4,키움,5,9,O
2021-04-28,롯데,3,LG,0,3,O
2021-04-29,한화,2,KIA,3,5,O
2021-04-29,NC,9,삼성,0,9,O
2021-04-29,KT,6,SSG,1,7,O
2021-04-29,두산,15,키움,4,19,O
2021-04-29,롯데,2,LG,3,5,O
2021-04-30,SSG,4,두산,9,13,O
2021-04-30,KIA,3,KT,15,18,E
2021-04-30,LG,0,삼성,4,4,E
2021-04-30,한화,11,롯데,7,18,E
2021-04-30,키움,4,NC,3,7,O
2021-05-01,SSG,5,두산,2,7,O
2021-05-01,KIA,0,KT,3,3,O
2021-05-01,LG,2,삼성,8,10,E
2021-05-01,한화,11,롯데,3,14,E
2021-05-01,키움,13,NC,9,22,E
2021-05-02,키움,0,NC,5,5,O
2021-05-02,한화,5,롯데,4,9,O
2021-05-02,LG,4,삼성,6,10,E
2021-05-02,KIA,2,KT,9,11,O
2021-05-02,SSG,5,두산,8,13,O
2021-05-05,SSG,13,NC,12,25,O
2021-05-05,KIA,8,롯데,5,13,O
2021-05-05,삼성,4,한화,1,5,O
2021-05-05,KT,0,키움,14,14,E
2021-05-05,LG,7,두산,4,11,O
2021-05-06,LG,7,두산,2,9,O
2021-05-06,KT,4,키움,6,10,E
2021-05-06,삼성,5,한화,6,11,O
2021-05-06,KIA,9,롯데,17,26,E
2021-05-06,SSG,1,NC,7,8,E
2021-05-07,롯데,1,삼성,4,5,O
2021-05-08,두산,11,KIA,5,16,E
2021-05-08,롯데,9,삼성,8,17,O
2021-05-08,NC,5,KT,4,9,O
2021-05-08,키움,9,SSG,2,11,O
2021-05-08,한화,2,LG,11,13,O
2021-05-09,한화,1,LG,11,12,E
2021-05-09,키움,1,SSG,4,5,O
2021-05-09,NC,16,KT,11,27,O
2021-05-09,롯데,6,삼성,8,14,E
2021-05-09,두산,5,KIA,3,8,E
2021-05-09,두산,9,KIA,0,9,O
2021-05-09,NC,5,KT,9,14,E
2021-05-09,키움,3,SSG,4,7,O
2021-05-09,한화,5,LG,4,9,O
2021-05-11,키움,2,두산,3,5,O
2021-05-11,삼성,6,KT,9,15,O
2021-05-11,NC,7,한화,2,9,O
2021-05-11,LG,1,KIA,7,8,E
2021-05-11,SSG,7,롯데,6,13,O
2021-05-12,SSG,9,롯데,2,11,O
2021-05-12,LG,3,KIA,5,8,E
2021-05-12,NC,6,한화,3,9,O
2021-05-12,삼성,7,KT,5,12,E
2021-05-12,키움,3,두산,0,3,O
2021-05-13,키움,14,두산,13,27,O
2021-05-13,삼성,4,KT,0,4,E
2021-05-13,NC,4,한화,2,6,E
2021-05-13,LG,8,KIA,3,11,O
2021-05-13,SSG,4,롯데,5,9,O
2021-05-14,KT,9,롯데,1,10,E
2021-05-14,두산,6,SSG,3,9,O
2021-05-14,한화,6,키움,1,7,O
2021-05-14,삼성,3,LG,4,7,O
2021-05-14,KIA,2,NC,5,7,O
2021-05-15,한화,1,키움,15,16,E
2021-05-15,KIA,3,NC,7,10,E
2021-05-15,KT,5,롯데,4,9,O
2021-05-15,삼성,4,LG,14,18,E
2021-05-16,한화,1,키움,5,6,E
2021-05-18,NC,0,LG,1,1,O
2021-05-18,두산,0,KT,1,1,O
2021-05-18,롯데,4,한화,3,7,O
2021-05-18,키움,15,삼성,3,18,E
2021-05-18,SSG,7,KIA,5,12,E
2021-05-19,SSG,11,KIA,5,16,E
2021-05-19,키움,9,삼성,2,11,O
2021-05-19,롯데,2,한화,12,14,E
2021-05-19,두산,5,KT,6,11,O
2021-05-19,NC,5,LG,6,11,O
2021-05-20,NC,11,LG,1,12,E
2021-05-21,KIA,3,삼성,5,8,E
2021-05-21,KT,0,한화,4,4,E
2021-05-21,LG,5,SSG,6,11,O
2021-05-21,NC,0,키움,2,2,E
2021-05-21,롯데,9,두산,1,10,E
2021-05-22,롯데,3,두산,4,7,O
2021-05-22,NC,6,키움,13,19,O
2021-05-22,LG,3,SSG,8,11,O
2021-05-22,KT,0,한화,5,5,O
2021-05-22,KIA,9,삼성,4,13,O
2021-05-23,KIA,5,삼성,7,12,E
2021-05-23,KT,8,한화,1,9,O
2021-05-23,LG,0,SSG,8,8,E
2021-05-23,NC,4,키움,7,11,O
2021-05-23,롯데,0,두산,4,4,E
2021-05-26,삼성,7,NC,1,8,E
2021-05-26,LG,5,롯데,3,8,E
2021-05-26,키움,2,KIA,3,5,O
2021-05-26,SSG,9,KT,5,14,E
2021-05-26,한화,3,두산,9,12,E
2021-05-27,삼성,3,NC,6,9,O
2021-05-27,LG,8,롯데,1,9,O
2021-05-27,키움,4,KIA,5,9,O
2021-05-27,SSG,5,KT,6,11,O
2021-05-27,한화,3,두산,0,3,O
2021-05-28,KT,6,KIA,7,13,O
2021-05-28,두산,9,삼성,4,13,O
2021-05-28,SSG,12,한화,3,15,O
2021-05-28,키움,1,LG,3,4,E
2021-05-29,NC,10,롯데,10,20,E
2021-05-29,NC,6,롯데,2,8,E
2021-05-29,KT,7,KIA,5,12,E
2021-05-29,두산,4,삼성,16,20,E
2021-05-29,SSG,6,한화,2,8,E
2021-05-29,키움,7,LG,2,9,O
2021-05-30,키움,2,LG,8,10,E
2021-05-30,SSG,5,한화,1,6,E
2021-05-30,두산,4,삼성,2,6,E
2021-05-30,KT,4,KIA,3,7,O
2021-05-30,NC,5,롯데,4,9,O
2021-06-01,KT,8,LG,1,9,O
2021-06-01,롯데,3,키움,0,3,O
2021-06-01,삼성,0,SSG,1,1,O
2021-06-01,KIA,1,한화,9,10,E
2021-06-01,두산,4,NC,3,7,O
2021-06-02,두산,5,NC,9,14,E
2021-06-02,KIA,5,한화,3,8,E
2021-06-02,삼성,8,SSG,7,15,O
2021-06-02,롯데,4,키움,2,6,E
2021-06-02,KT,5,LG,6,11,O
2021-06-03,롯데,4,키움,9,13,O
2021-06-04,LG,3,KIA,4,7,O
2021-06-04,롯데,15,KT,0,15,O
2021-06-04,삼성,6,키움,3,9,O
2021-06-04,SSG,2,두산,3,5,O
2021-06-04,한화,3,NC,6,9,O
2021-06-05,한화,1,NC,6,7,O
2021-06-05,LG,8,KIA,2,10,E
2021-06-05,롯데,1,KT,8,9,O
2021-06-05,삼성,2,키움,6,8,E
2021-06-05,SSG,5,두산,8,13,O
2021-06-06,한화,13,NC,10,23,O
2021-06-06,LG,10,KIA,0,10,E
2021-06-06,롯데,8,KT,7,15,O
2021-06-06,삼성,3,키움,1,4,E
2021-06-06,SSG,4,두산,1,5,O
2021-06-08,NC,1,LG,2,3,O
2021-06-08,KT,4,SSG,2,6,E
2021-06-08,키움,2,한화,4,6,E
2021-06-08,KIA,0,삼성,7,7,O
2021-06-08,두산,9,롯데,18,27,O
2021-06-09,두산,14,롯데,8,22,E
2021-06-09,KIA,7,삼성,5,12,E
2021-06-09,키움,6,한화,2,8,E
2021-06-09,KT,7,SSG,3,10,E
2021-06-09,NC,3,LG,6,9,O
2021-06-10,NC,6,LG,0,6,E
2021-06-10,키움,0,한화,1,1,O
2021-06-10,KIA,2,삼성,4,6,E
2021-06-10,두산,4,롯데,5,9,O
2021-06-11,NC,5,삼성,4,9,O
2021-06-11,한화,5,KT,6,11,O
2021-06-11,키움,6,SSG,8,14,E
2021-06-11,두산,1,LG,3,4,E
2021-06-12,NC,1,삼성,4,5,O
2021-06-12,한화,2,KT,7,9,O
2021-06-12,키움,4,SSG,5,9,O
2021-06-12,두산,8,LG,3,11,O
2021-06-13,KIA,6,롯데,8,14,E
2021-06-13,KIA,6,롯데,3,9,O
2021-06-13,NC,3,삼성,5,8,E
2021-06-13,한화,3,KT,6,9,O
2021-06-13,키움,7,SSG,3,10,E
2021-06-13,두산,0,LG,2,2,E
2021-06-15,롯데,2,한화,3,5,O
2021-06-15,LG,4,키움,2,6,E
2021-06-15,삼성,8,두산,6,14,E
2021-06-16,SSG,10,KIA,1,11,O
2021-06-16,롯데,4,한화,9,13,O
2021-06-16,KT,7,NC,3,10,E
2021-06-16,SSG,0,KIA,2,2,E
2021-06-16,롯데,3,한화,4,7,O
2021-06-16,LG,3,키움,6,9,O
2021-06-16,삼성,5,두산,3,8,E
2021-06-17,삼성,2,두산,6,8,E
2021-06-17,LG,6,키움,5,11,O
2021-06-17,롯데,9,한화,2,11,O
2021-06-17,SSG,6,KIA,3,9,O
2021-06-17,KT,1,NC,9,10,E
2021-06-18,삼성,4,롯데,7,11,O
2021-06-18,SSG,3,한화,4,7,O
2021-06-18,두산,11,KT,3,14,E
2021-06-18,KIA,0,LG,5,5,O
2021-06-18,키움,0,NC,5,5,O
2021-06-19,두산,9,KT,3,12,E
2021-06-19,키움,12,NC,7,19,O
2021-06-19,삼성,9,롯데,1,10,E
2021-06-19,SSG,7,한화,5,12,E
2021-06-19,두산,3,KT,4,7,O
2021-06-19,KIA,2,LG,7,9,O
2021-06-20,KIA,0,LG,6,6,E
2021-06-20,두산,1,KT,4,5,O
2021-06-20,SSG,4,한화,3,7,O
2021-06-20,삼성,7,롯데,8,15,O
2021-06-20,키움,8,NC,4,12,E
2021-06-22,NC,5,롯데,2,7,O
2021-06-22,한화,0,삼성,9,9,O
2021-06-22,KIA,3,KT,6,9,O
2021-06-22,LG,14,SSG,1,15,O
2021-06-22,키움,3,두산,10,13,O
2021-06-23,키움,4,두산,3,7,O
2021-06-23,LG,4,SSG,7,11,O
2021-06-23,KIA,2,KT,1,3,O
2021-06-23,한화,0,삼성,3,3,O
2021-06-23,NC,7,롯데,13,20,E
2021-06-24,NC,6,롯데,4,10,E
2021-06-24,한화,2,삼성,3,5,O
2021-06-24,KIA,3,KT,6,9,O
2021-06-24,LG,5,SSG,8,13,O
2021-06-24,키움,2,두산,1,3,O
2021-06-25,롯데,9,두산,1,10,E
2021-06-25,KIA,5,키움,14,19,O
2021-06-25,KT,2,한화,0,2,E
2021-06-25,SSG,10,NC,11,21,O
2021-06-26,LG,10,삼성,5,15,O
2021-06-26,롯데,4,두산,3,7,O
2021-06-26,KIA,1,키움,6,7,O
2021-06-26,KT,11,한화,2,13,O
2021-06-26,LG,7,삼성,10,17,O
2021-06-26,SSG,10,NC,10,20,E
2021-06-27,SSG,3,NC,4,7,O
2021-06-27,LG,9,삼성,5,14,E
2021-06-27,KT,11,한화,1,12,E
2021-06-27,KIA,4,키움,5,9,O
2021-06-27,롯데,7,두산,6,13,O
2021-06-29,롯데,13,키움,5,18,E
2021-06-29,삼성,3,SSG,10,13,O
2021-06-29,NC,7,KIA,3,10,E
2021-06-30,삼성,3,SSG,3,6,E
2021-06-30,KT,4,LG,3,7,O
2021-06-30,롯데,5,키움,6,11,O
2021-06-30,삼성,4,SSG,8,12,E
2021-06-30,두산,8,한화,6,14,E
2021-07-01,KT,6,LG,1,7,O
2021-07-01,롯데,1,키움,13,14,E
2021-07-01,삼성,8,SSG,7,15,O
2021-07-01,두산,10,한화,3,13,O
2021-07-01,NC,3,KIA,6,9,O
2021-07-02,두산,3,KIA,8,11,O
2021-07-02,키움,1,KT,4,5,O
2021-07-02,롯데,6,SSG,5,11,O
2021-07-02,한화,5,LG,3,8,E
2021-07-02,삼성,5,NC,2,7,O
2021-07-04,한화,0,LG,5,5,O
2021-07-04,롯데,6,SSG,4,10,E
2021-07-04,키움,3,KT,12,15,O
2021-07-04,두산,3,KIA,7,10,E
2021-07-04,삼성,5,NC,0,5,O
2021-07-06,NC,7,두산,3,10,E
2021-07-06,SSG,0,키움,4,4,E
2021-07-07,KIA,4,한화,1,5,O
2021-07-07,SSG,2,키움,8,10,E
2021-07-07,NC,2,두산,4,6,E
2021-07-08,SSG,9,키움,3,12,E
2021-07-08,KT,3,삼성,2,5,O
2021-07-09,KT,4,KIA,10,14,E
2021-07-09,롯데,9,삼성,5,14,E
2021-07-09,한화,9,SSG,3,12,E
2021-07-10,한화,3,SSG,1,4,E
2021-07-10,롯데,2,삼성,3,5,O
2021-07-11,KT,0,KIA,2,2,E
2021-07-11,롯데,0,삼성,11,11,O
2021-07-11,한화,2,SSG,8,10,E
2021-08-10,SSG,0,LG,4,4,E
2021-08-10,KT,1,키움,3,4,E
2021-08-10,한화,1,KIA,4,5,O
2021-08-10,롯데,5,NC,2,7,O
2021-08-11,롯데,5,NC,4,9,O
2021-08-11,한화,7,KIA,7,14,E
2021-08-11,두산,8,삼성,6,14,E
2021-08-11,KT,1,키움,4,5,O
2021-08-11,SSG,5,LG,12,17,O
2021-08-12,롯데,4,NC,5,9,O
2021-08-12,두산,2,삼성,9,11,O
2021-08-12,KT,4,키움,6,10,E
2021-08-13,롯데,2,LG,0,2,E
2021-08-13,두산,16,키움,9,25,O
2021-08-13,KIA,8,SSG,1,9,O
2021-08-13,삼성,6,KT,7,13,O
2021-08-13,NC,5,한화,1,6,E
2021-08-14,NC,9,한화,9,18,E
2021-08-14,삼성,4,KT,8,12,E
2021-08-14,KIA,2,SSG,2,4,E
2021-08-14,두산,1,키움,5,6,E
2021-08-14,롯데,4,LG,3,7,O
2021-08-15,NC,3,한화,3,6,E
2021-08-15,삼성,4,KT,6,10,E
2021-08-15,KIA,5,SSG,10,15,O
2021-08-15,두산,1,키움,8,9,O
2021-08-15,롯데,1,LG,7,8,E
2021-08-17,LG,5,KT,5,10,E
2021-08-17,삼성,2,한화,4,6,E
2021-08-17,키움,0,롯데,1,1,O
2021-08-18,키움,0,롯데,3,3,O
2021-08-18,삼성,6,한화,2,8,E
2021-08-18,LG,1,KT,8,9,O
2021-08-18,NC,1,SSG,6,7,O
2021-08-18,KIA,7,두산,3,10,E
2021-08-19,삼성,11,한화,3,14,E
2021-08-19,LG,1,KT,0,1,O
2021-08-19,NC,8,SSG,5,13,O
2021-08-19,KIA,5,두산,5,10,E
2021-08-20,한화,1,두산,9,10,E
2021-08-20,SSG,2,삼성,3,5,O
2021-08-20,키움,2,KIA,3,5,O
2021-08-20,KT,5,롯데,4,9,O
2021-08-20,LG,3,NC,8,11,O
2021-08-21,한화,3,두산,1,4,E
2021-08-22,한화,11,두산,3,14,E
2021-08-22,SSG,4,삼성,4,8,E
2021-08-22,키움,6,KIA,1,7,O
2021-08-22,KT,3,롯데,1,4,E
2021-08-22,LG,3,NC,4,7,O
2021-08-24,SSG,8,삼성,9,17,O
2021-08-24,한화,8,두산,11,19,O
2021-08-24,키움,8,KIA,2,10,E
2021-08-25,롯데,6,KIA,11,17,O
2021-08-25,SSG,1,KT,7,8,E
2021-08-25,한화,7,키움,2,9,O
2021-08-25,삼성,3,LG,3,6,E
2021-08-26,두산,7,NC,0,7,O
2021-08-26,두산,5,NC,3,8,E
2021-08-26,롯데,3,KIA,3,6,E
2021-08-26,SSG,5,KT,10,15,O
2021-08-26,한화,4,키움,4,8,E
2021-08-26,삼성,3,LG,4,7,O
2021-08-27,삼성,1,LG,3,4,E
2021-08-27,한화,3,키움,4,7,O
2021-08-27,SSG,4,KT,6,10,E
2021-08-27,두산,2,NC,4,6,E
2021-08-28,두산,10,롯데,10,20,E
2021-08-28,NC,1,한화,9,10,E
2021-08-28,삼성,6,KT,5,11,O
2021-08-28,KIA,4,SSG,12,16,E
2021-08-28,키움,2,LG,3,5,O
2021-08-29,두산,2,롯데,4,6,E
2021-08-29,NC,2,한화,3,5,O
2021-08-29,삼성,3,KT,8,11,O
2021-08-29,KIA,0,SSG,9,9,O
2021-08-29,키움,2,LG,11,13,O
2021-08-31,KT,2,한화,5,7,O
2021-08-31,키움,2,삼성,3,5,O
2021-08-31,LG,9,롯데,4,13,O
2021-09-01,키움,1,삼성,7,8,E
2021-09-01,KIA,0,두산,5,5,O
2021-09-01,NC,9,SSG,2,11,O
2021-09-01,KT,8,한화,3,11,O
2021-09-01,NC,4,SSG,9,13,O
2021-09-01,KIA,3,두산,2,5,O
2021-09-02,삼성,5,KIA,1,6,E
2021-09-02,두산,1,SSG,10,11,O
2021-09-02,KT,0,키움,1,1,O
2021-09-02,NC,0,LG,5,5,O
2021-09-03,한화,3,롯데,6,9,O
2021-09-03,한화,0,롯데,2,2,E
2021-09-03,삼성,9,KIA,3,12,E
2021-09-03,두산,1,SSG,3,4,E
2021-09-03,KT,11,키움,1,12,E
2021-09-03,NC,5,LG,2,7,O
2021-09-04,KT,11,LG,1,12,E
2021-09-04,SSG,2,키움,9,11,O
2021-09-04,KIA,2,한화,6,8,E
2021-09-04,두산,4,삼성,11,15,O
2021-09-04,롯데,8,NC,2,10,E
2021-09-05,롯데,3,NC,9,12,E
2021-09-05,두산,6,삼성,5,11,O
2021-09-05,KIA,5,한화,5,10,E
2021-09-05,SSG,8,키움,10,18,E
2021-09-05,KT,11,LG,0,11,O
2021-09-07,롯데,4,삼성,2,6,E
2021-09-07,한화,4,NC,16,20,E
2021-09-08,한화,3,NC,1,4,E
2021-09-08,롯데,5,삼성,4,9,O
2021-09-08,KIA,5,KT,5,10,E
2021-09-08,LG,3,SSG,5,8,E
2021-09-08,키움,1,두산,7,8,E
2021-09-09,한화,1,LG,8,9,O
2021-09-09,KIA,3,키움,5,8,E
2021-09-09,KT,7,삼성,8,15,O
2021-09-09,SSG,9,롯데,2,11,O
2021-09-09,두산,6,NC,2,8,E
2021-09-10,SSG,3,롯데,4,7,O
2021-09-10,KT,2,삼성,2,4,E
2021-09-10,KIA,3,키움,4,7,O
2021-09-10,한화,0,LG,2,2,E
2021-09-10,두산,8,NC,1,9,O
2021-09-11,키움,13,롯데,7,20,E
2021-09-11,NC,3,KIA,5,8,E
2021-09-11,삼성,5,한화,4,9,O
2021-09-11,SSG,2,KT,2,4,E
2021-09-11,LG,5,두산,5,10,E
2021-09-12,키움,8,롯데,3,11,O
2021-09-12,NC,8,KIA,2,10,E
2021-09-12,삼성,3,한화,3,6,E
2021-09-12,SSG,0,KT,10,10,E
2021-09-12,LG,5,두산,8,13,O
2021-09-12,LG,5,두산,8,13,O
2021-09-12,SSG,2,KT,3,5,O
2021-09-12,삼성,6,한화,6,12,E
2021-09-12,NC,3,KIA,0,3,O
2021-09-12,키움,2,롯데,3,5,O
2021-09-14,키움,8,NC,10,18,E
2021-09-14,롯데,8,KIA,7,15,O
2021-09-14,LG,3,삼성,3,6,E
2021-09-14,한화,11,SSG,5,16,E
2021-09-14,KT,4,두산,3,7,O
2021-09-15,롯데,6,KIA,3,9,O
2021-09-15,키움,2,NC,13,15,O
2021-09-15,롯데,3,KIA,5,8,E
2021-09-15,LG,5,삼성,2,7,O
2021-09-15,한화,6,SSG,9,15,O
2021-09-15,KT,2,두산,6,8,E
2021-09-16,SSG,3,두산,3,6,E
2021-09-16,한화,8,키움,8,16,E
2021-09-16,롯데,4,KT,7,11,O
2021-09-16,KIA,6,삼성,5,11,O
2021-09-16,LG,0,NC,2,2,E
2021-09-17,SSG,2,두산,7,9,O
2021-09-17,한화,15,키움,5,20,E
2021-09-17,롯데,2,KT,0,2,E
2021-09-17,KIA,3,삼성,6,9,O
2021-09-17,LG,4,NC,6,10,E
2021-09-18,KT,8,NC,1,9,O
2021-09-18,롯데,2,한화,13,15,O
2021-09-18,삼성,9,SSG,4,13,O
2021-09-18,두산,3,키움,3,6,E
2021-09-18,KIA,9,LG,6,15,O
2021-09-19,KIA,3,LG,4,7,O
2021-09-19,두산,6,키움,0,6,E
2021-09-19,삼성,4,SSG,4,8,E
2021-09-19,롯데,3,한화,1,4,E
2021-09-19,KT,8,NC,2,10,E
2021-09-21,삼성,11,롯데,9,20,E
2021-09-21,KT,11,KIA,5,16,E
2021-09-21,LG,6,한화,15,21,O
2021-09-21,키움,10,SSG,13,23,O
2021-09-21,NC,2,두산,12,14,E
2021-09-22,NC,0,두산,8,8,E
2021-09-22,키움,7,SSG,7,14,E
2021-09-22,LG,12,한화,3,15,O
2021-09-22,KT,2,KIA,7,9,O
2021-09-22,삼성,8,롯데,17,25,O
2021-09-23,두산,3,KIA,1,4,E
2021-09-23,한화,1,KT,3,4,E
2021-09-23,롯데,8,SSG,9,17,O
2021-09-23,NC,1,키움,4,5,O
2021-09-23,삼성,7,LG,4,11,O
2021-09-24,롯데,4,SSG,9,13,O
2021-09-24,두산,8,KIA,2,10,E
2021-09-24,한화,4,KT,1,5,O
2021-09-24,롯데,6,SSG,6,12,E
2021-09-24,NC,2,키움,3,5,O
2021-09-24,삼성,3,LG,11,14,E
2021-09-25,한화,5,두산,1,6,E
2021-09-25,롯데,12,키움,6,18,E
2021-09-25,LG,0,KT,0,0,E
2021-09-25,NC,0,삼성,1,1,O
2021-09-25,SSG,1,KIA,7,8,E
2021-09-26,SSG,5,KIA,6,11,O
2021-09-26,NC,0,삼성,1,1,O
2021-09-26,LG,4,KT,0,4,E
2021-09-26,롯데,2,키움,11,13,O
2021-09-26,한화,3,두산,5,8,E
2021-09-28,SSG,7,삼성,2,9,O
2021-09-28,KIA,9,NC,10,19,O
2021-09-28,키움,1,한화,1,2,E
2021-09-28,두산,1,KT,5,6,E
2021-09-28,롯데,2,LG,5,7,O
2021-09-29,KIA,1,NC,4,5,O
2021-09-29,두산,8,KT,3,11,O
2021-09-30,두산,4,LG,12,16,E
2021-09-30,한화,2,삼성,6,8,E
2021-09-30,키움,2,KIA,0,2,E
2021-09-30,KT,4,롯데,8,12,E
2021-09-30,SSG,2,NC,6,8,E
2021-10-01,KT,3,롯데,4,7,O
2021-10-01,두산,2,LG,0,2,E
2021-10-01,한화,8,삼성,2,10,E
2021-10-01,키움,0,KIA,6,6,E
2021-10-01,KT,2,롯데,3,5,O
2021-10-01,SSG,3,NC,3,6,E
2021-10-02,NC,4,롯데,4,8,E
2021-10-02,한화,4,KIA,4,8,E
2021-10-02,KT,0,SSG,0,0,E
2021-10-02,LG,10,키움,3,13,O
2021-10-02,삼성,0,두산,6,6,E
2021-10-03,삼성,13,두산,9,22,E
2021-10-03,LG,3,키움,3,6,E
2021-10-03,KT,8,SSG,6,14,E
2021-10-03,한화,6,KIA,9,15,O
2021-10-03,NC,7,롯데,11,18,E
2021-10-05,KIA,3,롯데,13,16,E
2021-10-05,두산,3,한화,4,7,O
2021-10-05,NC,4,KT,4,8,E
2021-10-05,삼성,2,키움,8,10,E
2021-10-05,SSG,8,LG,0,8,E
2021-10-06,SSG,1,LG,4,5,O
2021-10-06,KIA,4,롯데,2,6,E
2021-10-06,두산,4,한화,3,7,O
2021-10-06,NC,4,KT,2,6,E
2021-10-06,삼성,9,키움,3,12,E
2021-10-06,SSG,11,LG,3,14,E
2021-10-07,롯데,7,두산,2,9,O
2021-10-07,키움,2,KT,9,11,O
2021-10-07,SSG,3,한화,4,7,O
2021-10-07,LG,8,KIA,1,9,O
2021-10-07,삼성,5,NC,4,9,O
2021-10-08,LG,2,KIA,2,4,E
2021-10-08,SSG,7,한화,3,10,E
2021-10-08,롯데,5,두산,14,19,O
2021-10-08,삼성,0,NC,6,6,E
2021-10-09,KT,1,LG,6,7,O
2021-10-09,롯데,0,SSG,2,2,E
2021-10-09,KIA,6,한화,4,10,E
2021-10-10,KIA,3,한화,1,4,E
2021-10-10,두산,1,NC,5,6,E
2021-10-10,KIA,5,한화,0,5,O
2021-10-12,KT,1,두산,4,5,O
2021-10-12,NC,2,키움,13,15,O
2021-10-12,LG,4,SSG,4,8,E
2021-10-12,삼성,2,KIA,1,3,O
2021-10-13,LG,4,롯데,4,8,E
2021-10-13,삼성,5,KIA,3,8,E
2021-10-13,NC,2,키움,8,10,E
2021-10-13,KT,3,두산,5,8,E
2021-10-14,KT,6,두산,2,8,E
2021-10-14,NC,8,키움,4,12,E
2021-10-14,삼성,2,KIA,5,7,O
2021-10-14,LG,13,롯데,3,16,E
2021-10-15,LG,2,롯데,4,6,E
2021-10-15,키움,2,삼성,0,2,E
2021-10-15,KIA,7,KT,7,14,E
